MedInc,HouseAge,AveRooms,Latitude,Longitude,MedHouseValue
2.7118,25,3.841004184,34.2,-118.47,2.817
3.5711,32,4.707964602,34.18,-118.4,3.127
2.9191,52,4.742547425,38.56,-121.46,1.118
4.6349,31,6.052795031,37.54,-121.97,1.962
2.5761,36,4.824701195,38.97,-123.1,0.949
4.0781,43,5.051724138,34.04,-118.37,2.894
2.4821,37,5.250712251,33.88,-118.24,1.11
2.2981,46,4.584686775,34.02,-118.31,1.121
2.8868,37,4.784397163,37.47,-122.14,1.566
5.1045,14,7.395498392,33.87,-117.33,1.613
4.25,35,6.739263804,37.6,-122.5,2.417
3.4698,31,5.390243902,33.9,-118.35,2.25
2.1406,45,3.198795181,34.06,-118.05,1.625
2.1641,31,3.809045226,33.93,-118.18,1.229
4.0577,17,5.870415648,36.31,-119.33,1.073
3.9856,52,3.454741379,37.8,-122.44,5.00001
3.6639,21,5.584016393,34.98,-120.43,1.286
2.45,42,3.624521073,34.02,-118.17,1.32
11.5199,3,7.682926829,33.69,-118.01,5.00001
4.1615,28,4.473087819,37.37,-121.84,2.148
1.6007,21,3.645491803,32.59,-117.07,0.962
2.9688,16,5.64673913,39.2,-121.2,1.283
7.5426,19,5.412223667,33.98,-118.43,3.517
3.7857,5,4.199004975,33.66,-117.84,2.316
1.9923,21,3.355828221,33.78,-118.26,1.647
4.1554,33,5.664107486,37.28,-121.88,3.131
2.8448,31,4.356807512,34.15,-118.43,3.606
3.225,46,4.326639893,37.81,-122.25,2.188
2.2222,35,5.624521073,33.93,-117.4,0.813
2.7026,38,3.33126935,34.04,-118.16,1.45
3.4048,30,7.088541667,36.55,-121.94,4.871
3.375,25,4.194174757,37.96,-122.32,1.337
2.0801,44,3.38989899,37.78,-122.22,1.319
1.9236,52,4.506493506,34.07,-117.65,1.172
3.0875,26,4.725543478,34.44,-119.83,1.984
3.5909,38,4.263066202,34.02,-118.39,2.794
7.7876,13,7.696287025,34.08,-117.81,3.489
4.7566,23,5.762917933,33.09,-117.08,1.783
2.6042,37,3.508819539,34,-118.47,3.058
3.7321,33,5.616438356,34.07,-117.72,1.342
6.04,16,7.245283019,32.84,-117.11,2.43
2.3068,12,4.145092461,32.72,-117.01,1.323
4.1312,35,5.882352941,33.93,-118.02,1.938
4.0444,15,5.980392157,32.7,-116.99,1.501
1.0585,26,4.362279512,39.5,-121.55,0.451
6.4685,22,6.721374046,33.83,-117.88,2.412
6.9741,16,6.767624021,33.64,-117.69,2.62
4.3585,34,5.768976898,38.27,-122.31,1.944
7.4713,26,7.982704403,37.92,-122.02,3.512
6.0266,8,6.46627566,32.83,-117.04,1.774
2.0556,52,4.775956284,37.77,-122.18,1
4.0909,16,5.278350515,36.33,-119.66,0.928
4.0727,18,3.957845433,33.9,-118.36,2.14
3.9375,21,36.71538462,34.24,-117.07,1.15
3.9286,30,5.732876712,38.43,-121.81,1.331
5.878,39,6.335600907,33.82,-118.37,3.878
3.375,10,5.975138122,34.5,-117.35,0.98
1.625,34,4.825966851,37.96,-120.24,0.794
2.295,32,3.695364238,33.95,-118.21,1.552
1.9203,52,3.778904665,32.73,-117.16,1.958
2.8306,29,4.713798978,32.75,-117.05,1.429
4.7703,52,5.070904645,37.75,-122.48,3.31
3.9323,5,6.017738359,38.15,-121.32,1.301
3.125,47,4.914473684,32.74,-117.14,1.727
2.45,30,5.202443281,34.08,-117.25,0.858
5.7068,9,5.861561119,37.7,-121.76,2.567
4.69,35,5.227504244,34.39,-119.3,1.993
2.6518,39,5.296786389,33.96,-118.3,1.363
5.2149,18,4.758426966,34.2,-118.59,2.019
4.5,21,5.721830986,37.24,-121.81,2.344
3.5,46,4.748251748,34.27,-119.25,2.212
4.0274,36,6.007537688,34.06,-117.98,1.607
3.4042,33,4.769363167,37.38,-122.08,3.536
2.1029,46,3.73255814,34.06,-118.2,1.094
6.7769,12,7.863247863,33.04,-117.05,4
4.6225,13,6.115695067,38.54,-121.7,2.265
3.0212,14,5.613680154,38.7,-121.28,1.129
7.4111,52,6.766381766,34.11,-118.15,4.691
4.3636,15,3.794354839,33.72,-117.76,1.484
3.8403,21,4.886842105,33.47,-117.7,3.5
4.3098,52,5.436708861,37.77,-122.25,1.979
4.2414,52,5.68956044,37.3,-121.89,2.848
11.0492,34,7.655765921,37.42,-122.16,5.00001
1.8355,29,4.487364621,36.68,-119.76,0.742
5.1221,4,6.17617866,32.75,-116.94,2.297
1.449,30,4.872928177,33.94,-118.27,0.931
5.5545,16,6.2075,33.57,-117.66,2.142
2.3224,29,5.186915888,39.36,-121.69,0.562
4.8571,28,6.864864865,35.43,-119.09,2.375
5.0464,17,6.013015184,33.87,-117.58,1.639
3.8803,6,5.762492981,34.58,-117.78,1.2
1.6611,48,4.975247525,33.98,-118.3,0.958
4.1855,18,5.451932607,37.76,-121.42,1.621
2.8036,18,3.274008811,34.1,-118.35,2.25
6.194,27,6.813218391,34.24,-119.29,5.00001
2.6964,29,5.059171598,34.05,-118.19,1.222
3.256,18,4.321782178,37.53,-122.03,1.833
2.4049,31,3.540229885,33.97,-118.17,1.59
3.2356,50,3.502808989,37.8,-122.42,5.00001
2.2326,42,4.76146789,34.19,-118.16,1.492
3.4167,36,5.220238095,36.63,-121.92,3.391
6.0677,32,6.421824104,37.92,-122.3,3.216
2.8462,35,3.454761905,33.94,-118.35,1.491
0.536,46,3.142857143,38.02,-121.84,0.875
3.7125,31,5.336349925,34.16,-117.26,0.98
3.8839,44,5.29981378,37.9,-122.53,3.272
3.1118,29,4.493372607,34.2,-118.43,2.381
1.186,24,3.364261168,38.55,-121.47,0.67
1.7059,26,4.494565217,33.94,-117.46,0.858
4.6779,16,5.875,38.25,-122.01,1.313
7.2559,20,7.364179104,32.82,-117.24,3.923
4.7308,44,5.950617284,34.14,-118.03,3.522
1.7328,44,4.053061224,38.56,-121.47,0.881
4.3661,37,5.372141372,33.85,-118.12,2.199
3.9375,24,7.662721893,34.87,-120.33,3.412
4.5033,21,5.258097166,33.89,-117.99,1.605
7.8383,52,7.726351351,34.17,-118.27,5.00001
7.5695,16,7.992990654,37.93,-121.94,3.204
5.9544,44,6.127982646,33.97,-118.4,3.772
3.1932,51,5.350993377,36.93,-122,4
3.25,46,5.270949721,32.76,-117.05,1.596
8.1484,36,6.80669145,34.03,-118.4,5.00001
3.9375,48,4.643939394,34.08,-118.38,4.5
3.6458,35,5.341176471,32.79,-117.13,1.738
2.3798,32,4.768067227,33.96,-117.41,1.188
4.375,11,4.857512953,32.68,-117.04,1.15
3.175,11,5.476415094,38.4,-121.35,0.944
1.8,32,3.939759036,36.72,-120.06,0.604
5.817,18,6.982692308,37.68,-121.91,2.573
1.303,41,3.729957806,34,-118.25,0.904
2.1444,27,3.111229947,34.14,-118.24,2.29
0.7286,46,3.375451264,37.81,-122.29,0.952
3.4333,27,3.443080357,37.57,-122.33,2.9
5.4847,36,5.73556231,34.17,-118.59,2.96
2.9926,9,5.599353796,35.65,-120.64,1.582
2.75,41,5.666666667,37.75,-121.43,1.273
1.9939,38,5.058823529,32.82,-115.38,0.658
4.0132,26,5.904109589,38.33,-122.31,1.747
2.3667,11,4.559602649,36.83,-119.78,0.693
4.3333,43,4.726072607,33.99,-118.44,3.039
2.0792,35,3.527667984,32.76,-117.14,1.6
3.9271,43,5.296187683,38.58,-121.44,1.471
6.1359,52,8.275862069,38.69,-121.15,2.25
4.1765,52,4.952808989,33.77,-118.15,3.939
2.4567,18,4.379310345,32.71,-116.96,1.55
3.1786,52,4.15,37.73,-122.43,2.226
4.0724,25,5.007792208,33.84,-117.87,2.314
1.6591,52,2.5,32.73,-117.17,1.125
3.7895,29,5.323529412,37.63,-122.1,1.809
5.8777,27,5.618510158,33.63,-117.95,3.588
5.875,24,10.5,33.8,-118.02,1.938
5.6409,3,7.837745517,33.97,-117.21,1.977
4.5185,30,5.828767123,34.08,-117.69,1.425
1.9038,16,5.456445993,39.92,-122.17,0.608
4.7356,18,6.815668203,38.31,-122.42,3.333
6.6756,52,7.403800475,37.44,-122.14,5.00001
5.2185,16,11.02857143,34.24,-117.28,1.286
4.517,21,5.749303621,38.03,-121.09,1.522
3.4107,33,5.954022989,36.64,-119.63,1.104
4.8068,46,5.463878327,37.55,-122.32,3.697
1.7829,47,5.128878282,39.8,-120.45,0.559
2.1029,28,5.063291139,38.69,-121.51,1.086
1.4615,28,2.183946488,34.05,-118.28,2.75
4.9821,21,4.487567568,33.87,-118.38,2.929
2.525,17,3.787430684,34.24,-118.42,1.637
2.401,37,4.492581602,37.97,-121.22,0.584
6.1195,16,7.752515091,34.12,-117.66,2.511
3.9833,35,5.13986014,37.55,-122.3,3.428
6.5078,45,6.515570934,34.11,-118.09,4.148
3.075,25,4.325966851,38.35,-122.5,1.651
4.9583,10,5.0625,38.87,-120.5,0.875
2.9375,39,5.165254237,38.56,-121.53,0.866
2.4482,11,4.150918635,38.11,-121.27,1.03
2.9141,11,9.855371901,33.62,-116.74,2.143
3.0227,16,4.515254237,33.87,-117.87,2.971
5.1643,10,5.075716235,37.49,-121.92,1.931
3.0208,42,5.233183857,38.58,-121.44,1.488
4.425,33,6.103359173,33.8,-117.96,1.884
4.2062,37,5.441860465,33.86,-118.14,1.954
2.2866,19,4.143884892,32.7,-117.03,1.099
5.3946,27,4.941176471,39.15,-121.63,0.718
6.4696,10,7.217391304,32.97,-117.13,2.495
2.2442,42,4.795258621,34.14,-117.91,1.667
1.6352,46,5.432276657,39.51,-121.56,0.531
3.8056,30,4.435530086,33.97,-118.35,3.238
3.5568,52,6.090909091,34.15,-118.09,2.05
2.6411,52,5.170403587,37.77,-122.24,2.41
1.9946,31,4.265993266,38.32,-122.27,2.068
5.5255,40,5.016216216,33.92,-118.37,2.427
4.9327,8,6.083870968,36.83,-119.69,0.895
3.6618,14,7.312138728,33.83,-117.2,1.613
5.3806,17,7.69706104,34.24,-119.09,4.521
5.8151,52,6.853448276,37.75,-122.46,5.00001
4.7933,37,6,37.67,-122.14,1.869
1.5085,17,4.051601423,39.13,-121.56,0.697
4.0388,17,4.877598152,33.51,-117.67,1.204
2.5556,13,4.01320132,38.1,-121.28,1.331
6.597,33,7.016736402,32.72,-117.25,4.964
4.1439,36,6.132478632,33.85,-118.15,2.126
4.3571,16,4.142857143,33.03,-117.05,1.446
6.7977,33,7.194520548,34.18,-118.63,3.897
4.0417,5,7.64021164,33.98,-116.5,1.464
1.7228,36,4.962264151,37.79,-121.22,1.05
2.7432,35,5.204408818,38.62,-122.86,1.74
8.6088,16,8.776744186,33.65,-117.71,3.074
4.0774,35,5.225388601,33.92,-118.1,1.716
2.9107,7,5.545454545,34.06,-117.7,0.953
3.7031,27,5.647453083,37.81,-120.9,1.733
3.5179,22,3.168085106,37.4,-122.09,1.972
3.2222,41,3.268292683,37.93,-122.35,1.563
3.099,42,4.403314917,34.01,-118.42,3.354
3,35,3.61414791,34.08,-118.12,2.539
2.2375,20,3.047619048,37.58,-122.51,4.5
4.7024,21,5.223921354,33.63,-117.88,3.454
1.9688,36,5.445783133,34.1,-118.02,2.26
3.3988,38,4.558282209,33.81,-118.22,1.478
6.2734,14,6.549701046,33.99,-117.83,2.67
1.625,19,6.854545455,32.75,-115.64,1.125
4.6944,26,6.157258065,38.01,-122.32,1.711
3.3177,46,4.45982906,34.16,-118.38,3.094
2.9688,42,4.16254417,33.99,-117.36,0.929
2.1912,23,5.197368421,39.8,-121.57,1.152
2.734,26,4.220792079,32.77,-117.04,1.489
4.2019,37,5.164658635,34.11,-117.9,1.401
3.875,32,6.528089888,33.86,-118,2.03
9.8098,39,8.079881657,34.16,-118.03,5.00001
3.5104,30,3.376693767,34.26,-118.43,1.409
4.2656,22,6.69707401,34.4,-119.29,2.414
2.0288,18,4.348754448,39.71,-121.81,1.167
2.8106,24,4.886583679,38.65,-121.33,1.832
3.3565,52,4.510948905,37.76,-122.43,3.864
3.5959,9,5.241603467,37.77,-120.87,1.427
5.7942,36,6.008108108,33.79,-118.11,2.57
3.3802,17,5.756559767,38.86,-121.12,2.165
2.1324,36,3.671186441,34.03,-118.36,1.438
2.2326,36,3.933712121,34.18,-118.44,2.21
3.95,52,5.025466893,37.75,-122.43,3.477
10.7582,25,8.715,37.25,-121.99,5.00001
4.6125,41,6.02247191,37.53,-122.31,3.617
4.6477,36,5.570019724,33.86,-117.94,1.947
3.2596,33,5.017656501,32.71,-117.03,1.03
1.7802,47,3.728571429,32.68,-117.1,0.978
5.4788,28,7.782608696,33.83,-117.56,3.393
3.1115,39,4.328451883,37.67,-122.09,1.535
2.3043,33,5.218274112,37.47,-120.68,0.663
3.0799,41,5.216266174,34.28,-119.26,2.541
2.1875,48,4.5,33.99,-118.32,1.152
2.6129,52,5.777777778,34.05,-117.18,1.37
2.5875,44,4.665467626,35.05,-118.16,0.689
2.5,21,4.087878788,34.08,-118.1,1.821
1.9667,52,4.087628866,38.11,-122.26,0.938
3.2969,18,5.526462396,36.81,-121.72,2.299
6.6579,9,5.659528908,37.97,-122.08,2.452
1.5917,28,5.451361868,37.3,-120.4,0.894
6.5847,23,8.442748092,37.92,-122.03,3.588
3.6336,27,5.319630872,34.14,-117.98,2.352
2.5234,35,6.239130435,34.13,-117.25,0.882
3.1289,42,4.508604207,34.16,-118.38,3.206
2.9647,16,7.537023186,33.85,-116.53,1.109
7.0175,37,6.982954545,37.82,-122.2,3.667
3.2727,25,4.395770393,37.3,-121.94,2.625
3.415,52,4.627639155,33.74,-117.87,1.725
3.6875,44,5.177777778,33.98,-118.12,1.781
2.4375,36,2.814814815,33.99,-118.18,1.548
3.75,19,4.47314578,33.84,-117.95,1.734
4,26,5.06884058,34.1,-117.97,1.601
3.1979,32,4.516871166,34.02,-117.98,1.839
4.25,34,6.063909774,38.53,-121.51,1.919
2.5162,21,4.429347826,38.62,-121.41,0.975
4.3164,6,3.353467562,33.99,-118.22,1.432
7.1366,23,5.685393258,37.15,-122.08,2.739
2.3293,31,4.673866091,36.78,-119.78,0.734
4.2036,34,4.990675991,33.65,-117.93,2.201
6.1943,13,6.532467532,38.68,-121.25,2.761
3.8047,13,4.079741379,37.26,-121.88,2.047
5.3259,16,5.466666667,33.69,-117.99,2.164
2.825,16,4.648464164,38.48,-122.66,1.862
5.1857,18,6.274074074,38.8,-121.18,2.201
3.3804,38,5.830097087,33.9,-118.25,1.058
4.7396,52,7.098245614,32.76,-117.18,4.417
5.726,41,5.267241379,33.97,-118.37,2.878
3.1189,43,5.055865922,33.9,-118.21,1.188
1.3713,23,4.3299389,36.96,-120.04,0.518
3.0125,52,4.941780822,37.83,-122.26,1.844
5.5184,35,5.624624625,37.56,-122.3,2.748
4.3836,18,6.057575758,38.71,-121.31,1.02
3,39,4.628930818,33.92,-118.28,1.1
4.3542,42,5.370629371,34.16,-118.36,4.179
5.532,47,6.345454545,34.16,-118.01,3.185
4,32,5.5,33.92,-117.95,1.782
3.5659,24,3.63412489,34.09,-118.38,2.813
3.4167,23,5.433915212,36.82,-119.79,1.052
2.4943,29,5.050898204,39.4,-121.75,0.819
7.0935,22,6.349367089,33.82,-118.32,3.795
3.1964,18,9.789473684,36.66,-118.96,0.8
2.3851,25,5.001733102,33.92,-117.39,1.137
3.4679,18,3.848393574,33.73,-117.98,2.197
3.1607,42,3.677272727,34.08,-118.28,1.82
3.5187,33,5.072727273,37.7,-122.06,2.094
6.5474,29,7.090909091,34.19,-118.86,4.229
5.6336,40,5.895683453,33.6,-117.89,5.00001
2.3942,42,4.329787234,34.01,-118.29,1.232
6.7861,28,7.386861314,33.55,-117.77,4.991
7.4056,26,8.044230769,33.68,-117.94,3.742
2.4123,24,4.686006826,35.35,-119.07,0.862
2.1786,46,4.157894737,35.28,-120.66,2.063
4.4107,31,5.691642651,33.93,-117.97,2.02
6.799,21,7.077452668,33.69,-117.97,2.92
3.1563,31,3.29258517,34.42,-119.71,2.67
2.5682,25,3.94084507,32.8,-117.16,1.875
4.875,36,5.609561753,33.83,-118.1,2.225
3.3472,31,6.130511464,35.63,-120.72,1.952
3.1025,28,4.854460094,38.12,-122.26,1.037
5.749,36,5.822368421,34.26,-118.48,2.38
4.3851,16,5.531365314,37.67,-120.97,1.173
3.4032,37,4.172839506,37.68,-122.1,1.969
2.4054,38,6.100719424,37.11,-120.31,1.125
12.0088,16,6.006711409,33.96,-118.48,5.00001
3.0536,34,4.620087336,34.05,-118.04,1.375
4.7426,36,4.577075099,33.9,-118.34,2.427
13.367,37,8.709480122,37.47,-122.18,5.00001
2.9345,42,4.0591133,37.8,-122.25,2.25
1.3684,52,4.082644628,38.44,-122.71,2.583
1.7321,44,4.91954023,34.16,-118.16,1.784
4.7609,24,6.180327869,37.69,-122.17,2.126
5.392,52,6.870535714,32.75,-117.18,4.085
2.225,41,5.157894737,37.64,-122.42,2.125
7.3339,17,7.275092937,37.27,-121.85,2.942
5.928,6,5.739922695,33.65,-117.68,2.399
5.8527,22,6.309486781,33.81,-118.04,2.41
4.1717,33,4.985333333,34.11,-118.35,5.00001
3.3889,32,4.33873057,33.97,-118.37,2.857
3.5833,45,5.424418605,33.86,-118.13,2.002
5.0555,4,6.751677852,38.58,-122.72,2.408
2.9213,42,3.899082569,34.01,-118.42,3.05
4.1378,24,4.582306831,33.83,-118.29,2.165
2.0337,11,4.210280374,32.8,-117.04,1.467
3.9423,39,5.50965251,37.15,-122.13,1.803
4.3194,40,4.734042553,33.92,-118.15,1.984
4.196,5,5.515682657,38.11,-121.3,1.717
6.5437,14,6.901548673,33.9,-117.78,2.682
1.55,46,4.553892216,33.97,-118.26,1.006
4.3,41,5.44546851,34.15,-118.36,5.00001
2.9405,52,5.558173785,37.86,-122.26,2.895
4.7391,35,5.949191686,37.69,-122.49,2.728
1.9871,35,5.124807396,38.62,-121.46,0.609
4.2011,9,6.04516129,36.22,-119.33,1.081
4.2432,13,6.350568769,38.54,-121.67,3.265
2.4814,20,5.389972145,36.58,-119.9,0.746
1.7292,17,5.087719298,33.33,-116.05,0.813
2.5637,37,3.748129676,33.98,-118.25,1.25
2.8233,31,4.060747664,34.06,-118.38,3.1
3.8631,17,3.63592233,33.82,-117.88,2.25
1.2656,17,6.466666667,33.92,-114.67,0.275
6.7287,16,7.192792793,37.22,-121.77,2.993
5.17,39,6.190804598,34.16,-118.52,3.354
3.9167,41,5.277591973,37.71,-122.45,2.436
5.3441,21,7.005,32.81,-117.01,1.935
4.9537,52,6.504409171,37.74,-122.47,3.656
4.7097,12,6.505263158,34.56,-118.21,2.621
3.1534,19,5.352517986,33.86,-117.87,3.244
6.1076,26,6.134907251,33.98,-117.84,2.212
2.5547,36,3.647540984,33.94,-118.35,1.504
2.5875,17,5.381188119,39.25,-123.36,1.445
3.7067,18,4.886486486,38.41,-122.36,1.75
3.2024,30,4.88225256,34.4,-118.91,1.761
1.933,52,4.024691358,34,-118.31,1.2
2.6913,52,4.630985915,34.07,-117.64,1.083
3.3478,42,5.795081967,37.69,-122.08,1.849
0.8804,36,2.713235294,34.06,-118.31,4.5
2.075,43,4.624641834,34.1,-117.44,0.951
3.475,6,6.352941176,33.53,-117.19,1.875
2.1781,32,3.490076336,34.06,-118.05,1.745
4.0655,33,4.809069212,37.4,-122.02,2.268
4.1776,32,5.928104575,33.94,-117.44,1.187
6.9931,25,10.17318436,38.36,-122.26,3.988
3.2011,20,4.001792115,33.78,-118.28,1.691
2.4677,49,3.793855302,34.09,-118.28,2.192
3.2875,26,3.338174274,37.4,-122.09,1.827
2.0675,25,3.146799117,33.79,-118.2,1.167
5.0359,51,6.892109501,38.55,-121.49,2.241
4.7404,31,4.956692913,33.88,-118.36,2.958
2.0521,45,4.506142506,37.31,-120.49,0.724
2.7159,25,5.694852941,36.37,-119.83,1.014
7.3445,13,7.897727273,37.89,-121.93,3.667
2.4952,32,4.001234568,34.1,-117.72,1.818
3.301,27,4.439624853,34.13,-118.07,2.512
4.7344,37,5.136125654,37.56,-122.3,2.718
2.5326,20,6.292490119,39.05,-122.86,1.368
3.7452,26,5.113951012,38.55,-121.75,2.277
2.5238,32,5.063106796,34.07,-117.33,0.892
3.724,15,5.15127582,38.14,-122.24,1.316
1.6948,30,5.370801034,39.75,-122.18,0.675
2.0769,17,3.941666667,33.78,-118.18,1
2.9886,10,3.37525355,33.86,-118.17,1.75
4.625,25,6.554716981,33.89,-117.83,2.457
6.7703,43,6.16953317,34.07,-118.46,5.00001
6.6012,6,7.465098039,32.99,-117.04,3.149
15.0001,14,8.354231975,33.72,-118.06,5.00001
2.6941,11,5.599378882,36.93,-120.04,0.633
6.2631,19,7.036900369,37.74,-121.95,2.66
3.1734,38,6.060240964,37.67,-122.13,1.816
5.2815,30,6.392434988,33.69,-117.91,2.295
2.6629,37,5.009615385,32.74,-117.07,1.169
2.9653,28,6.5546875,33.6,-114.65,0.949
3.75,37,5.715189873,33.94,-118,1.744
2.7243,31,4.114942529,37.91,-122.31,2.181
4.9962,26,6.10455312,32.62,-117.04,1.56
4.5481,6,4.725490196,32.77,-117.17,1.648
7.1674,26,5.307807808,34.07,-118.44,5.00001
3.071,10,6.6875,34.53,-117.26,1.516
6.379,12,7.819397993,33.51,-117.71,5.00001
2.5067,18,4.080792683,36.96,-122.03,2.326
2.933,26,4.707667732,37.88,-122.08,0.85
2.3814,28,4.370839937,32.67,-117.07,1.123
6.1183,49,5.869565217,37.82,-122.29,0.75
2.8409,36,4.901694915,38.29,-122.27,1.53
2.5,42,4.977272727,33.93,-118.25,1.102
4.25,4,5.593189964,33,-117.07,2.816
2.0962,28,6.413242009,40.28,-123.84,0.74
3.3942,21,4.792540793,34.15,-117.9,2.128
5.1112,4,7.366459627,34.49,-117.25,1.709
4.4561,12,6.094874591,35.41,-119.12,0.969
2.7216,32,5.36659436,33.12,-117.07,1.463
4.0125,28,5.154676259,34.97,-120.43,1.301
3.0437,20,3.860805861,36.42,-121.32,0.766
4.9429,28,5.839679359,33.8,-117.94,2.548
4.9,5,5.215189873,33.6,-117.75,2.556
4.5144,35,5.975384615,33.9,-118,2.063
3.95,45,4.521008403,33.95,-118.35,1.64
4.3958,33,5.936893204,34.09,-117.65,1.456
2.2661,16,5.783050847,40.37,-120.58,0.618
3.75,16,5.768718802,38.68,-121.28,1.473
5.8972,35,5.663551402,33.83,-118.34,3.509
3.0234,15,5.319047619,36.09,-119.02,0.886
9.8937,29,7.966029724,37.28,-122.03,5.00001
4.2891,48,4.448979592,34.13,-118.23,2.148
4.0328,16,6.844783715,33.2,-117.15,2.946
2.7955,22,5.319778189,38.66,-121.36,0.965
5.4351,37,6.054298643,37.53,-122.3,3.766
3.4701,12,4.917857143,32.65,-117.07,2.049
2.8021,33,4.794561934,33.84,-117.89,1.951
2.652,31,4.931350114,37.6,-122.02,1.598
1.6785,12,4.485285101,39.74,-121.88,1.531
4.0208,8,2.5,34.22,-119.09,0.525
3.2875,48,5.331230284,37.72,-122.46,2.215
3.3715,52,5.105882353,37.77,-122.19,1.439
7.1673,14,5.506811989,33.72,-118.08,3.407
3.7015,27,4.376044568,34.19,-118.31,2.879
2.824,36,4.467775468,33.97,-118.03,1.679
4.9,17,6.501706485,34.66,-118.22,1.524
3.2617,10,3.929141717,37.45,-121.92,2.522
2.4609,23,4.344,33.83,-118.01,2.196
5.7621,9,6.490666667,38.5,-121.55,2.046
2.6705,26,6.185344828,40.55,-122.37,1.367
3.2132,39,5.51754386,34.06,-118.04,1.761
1.5898,35,4.176678445,33.95,-118.3,0.94
3.3208,47,4.318295739,37.72,-122.46,2.386
3.5125,10,7.090128755,33.65,-117.25,1.556
5.1624,12,7.220400729,33.89,-117.38,2.679
5.4555,36,6.395652174,34.12,-118.02,3.951
3.6161,28,4.447552448,33.8,-118.24,1.313
5.0118,34,6.258865248,32.82,-116.92,1.653
1.2841,43,4.644230769,32.71,-117.14,0.72
3.1827,21,6.241935484,33.88,-115.58,0.717
1.2059,18,2.537037037,33.98,-118.22,2.55
4.8229,20,5.571428571,37.78,-121.23,1.583
3.7969,29,6.329545455,33.93,-118.3,1.694
4.9444,12,12.44736842,33.79,-116.42,2.85
4.4643,40,5.478723404,37.62,-122.42,3.081
1.7411,52,5.43554007,38.11,-122.26,0.984
6.4744,23,8.11328125,34.45,-119.78,5.00001
4.26,23,5.104105572,34.32,-118.45,1.894
3.9718,13,5.035478548,34.18,-119.21,2.152
5.7128,24,5.307038835,33.85,-118.39,3.662
2.1484,30,5.58411215,37.33,-120.74,0.813
1.9063,52,3.603399433,34.09,-118.29,2.616
2.9712,33,4.609467456,34.1,-117.97,1.439
2.5556,42,5.300458716,36.57,-119.6,0.697
2.875,35,4.582901554,33.87,-118.19,1.783
2.3641,30,3.964205817,32.74,-117.1,0.941
2.83,22,5.654244306,38.93,-119.96,1.105
2.8347,34,5.835365854,34.04,-117.76,1.158
3.1645,37,6.345794393,37.52,-121.14,1.708
4.055,34,5.131436314,34.27,-118.51,2.225
3.4184,20,4.721481481,34.03,-117.69,1.625
3.9826,25,5.745980707,33.03,-117.27,2.158
3.5978,33,5.976315789,34.15,-117.26,0.883
5.02,26,6.672727273,38.66,-121.25,1.696
2.2083,18,5.183908046,36.84,-120.69,0.55
2.2917,34,4.367857143,37.74,-122.17,0.925
3.9808,20,5.678688525,38.28,-121.2,1.602
2.3333,27,3.937759336,37.42,-120.77,0.728
2.8529,35,4.933179724,40.77,-124.16,0.856
3.6645,16,6.014018692,38.47,-121.13,2.034
4.8173,16,6.121621622,37.3,-121.8,2.356
5.8635,24,7.226315789,34.45,-119.79,3.487
2.7961,10,4.352441614,33.2,-117.25,1.313
2.0781,29,4.690376569,38.59,-121.54,0.748
2.13,25,4.337301587,36.1,-119.56,0.508
1.9375,16,5.303664921,39.75,-122.23,0.731
4.4821,35,5.987931034,33.84,-118.02,2.141
4.131,24,5.397163121,33.88,-117.51,1.238
3.5179,33,4.709677419,38.36,-121.99,0.844
4.5714,26,5.044444444,33.81,-117.94,2.432
0.922,15,6.287671233,33.36,-115.91,0.675
4.3333,35,6.007092199,33.88,-117.94,2.393
4.8355,17,5.346153846,37.25,-121.84,1.416
6.623,30,6.8671875,37.3,-121.94,3.325
1.9811,16,6.10472973,34.19,-118.96,1.625
2.6321,21,4.132264529,37.7,-122.13,2.231
1.2745,15,2.738693467,32.67,-117.1,0.929
3.1406,32,4.408219178,34,-118.15,1.753
3.567,28,6.074468085,36.81,-119.77,0.855
3.2371,21,5.996078431,33.73,-116.95,0.945
3.0184,9,5.420863309,34.87,-118.17,0.879
3.1724,41,5.0625,34.03,-118.16,1.416
4.087,26,5.651376147,37.34,-121.83,1.825
3.6217,20,4.536184211,33.8,-118.06,1.953
6.5571,10,6.461424332,34.13,-118.76,5.00001
3.3531,12,8.551136364,38.83,-122.74,0.908
6.827,36,7.021428571,34.2,-118.11,3.594
5.27,26,5.721100917,34.12,-117.82,2.094
1.1964,33,4.368932039,37.98,-121.24,0.804
2.3783,18,4.262443439,33.74,-117.9,1.667
5.5145,15,5.16838488,37.31,-121.82,2.194
1.7452,24,3.338114754,32.76,-117.06,1.568
3.2917,19,6.182656827,36.69,-119.47,1.601
4.1099,10,6.834909716,40.57,-122.42,1.201
2.4792,21,3.752941176,37.63,-120.99,0.6
5.9378,15,7.572769953,37.35,-120.43,2.122
1.6875,52,4.5390625,34,-118.3,1.16
2.1773,17,4.04,32.59,-117.11,1.432
2.3224,18,3.711237553,34.06,-118.11,1.923
6.2862,37,5.072463768,37.95,-122.52,5.00001
4.0588,45,5.822274882,37.68,-122.13,1.828
9.0519,21,7.432291667,33.6,-117.84,5.00001
3.75,10,16.84753363,38.23,-120.34,1.214
2.964,14,5.817567568,33.75,-116.93,1.215
6.83,28,6.748743719,34.05,-118.78,5.00001
3.3491,39,3.675675676,33.91,-118.33,1.818
9.4664,45,7.593984962,34.06,-118.47,5.00001
